FLOW_ID,SOURCE_IP,SOURCE_PORT,DESTINATION_IP,DESTINATION_PORT,PROTOCOL,TIMESTAMP,LABEL,FLOW_DURATION,TOTAL_FWD_PACKETS,TOTAL_BACKWARD_PACKETS,TOTAL_LENGTH_OF_FWD_PACKETS,TOTAL_LENGTH_OF_BWD_PACKETS,FLOW_BYTES_S,FLOW_PACKETS_S,AVERAGE_PACKET_SIZE
172.67.72.179:443 => 192.168.178.41:55631,172.67.72.179,443,192.168.178.41,55631,6,1679947970.515542,lajmifundit,0.164566,4,4,940,0,5711.993972023382,24.306357327759077,235.0
192.168.178.41:62908 => 172.67.140.245:443,192.168.178.41,62908,172.67.140.245,443,6,1679949757.184734,ata,4.497388,8,8,1009,0,224.3524463533055,1.77881027832155,126.125
192.168.178.41:62909 => 172.67.140.245:443,192.168.178.41,62909,172.67.140.245,443,6,1679949757.184797,ata,4.498416,8,8,1009,0,224.30117623625736,1.778403775906897,126.125
172.67.140.245:443 => 192.168.178.41:62908,172.67.140.245,443,192.168.178.41,62908,6,1679949757.23903,ata,4.442958,6,6,2949,0,663.746990180866,1.3504516585572044,491.5
172.67.140.245:443 => 192.168.178.41:62909,172.67.140.245,443,192.168.178.41,62909,6,1679949757.239038,ata,4.444087,6,6,2949,0,663.5783682902697,1.350108582482746,491.5
192.168.178.41:61100 => 172.67.215.129:443,192.168.178.41,61100,172.67.215.129,443,6,1679952902.697517,llapi,1.924922,8,8,1043,0,541.8401368990536,4.1560125553139295,130.375
172.67.215.129:443 => 192.168.178.41:61100,172.67.215.129,443,192.168.178.41,61100,6,1679952902.752964,llapi,1.869312,5,5,992,0,530.6765269789099,2.6747808819501504,198.4
192.168.178.41:57606 => 172.67.170.66:443,192.168.178.41,57606,172.67.170.66,443,6,1679948196.296694,gazetajnk,0.133754,6,6,905,0,6766.152787954004,44.85847152234699,150.83333333333334
192.168.178.41:57607 => 172.67.170.66:443,192.168.178.41,57607,172.67.170.66,443,6,1679948196.296777,gazetajnk,0.133716,7,7,957,0,7156.959526159921,52.34975619970684,136.71428571428572
172.67.170.66:443 => 192.168.178.41:57606,172.67.170.66,443,192.168.178.41,57606,6,1679948196.338132,gazetajnk,0.092216,5,5,2907,0,31523.813654897196,54.2205257222174,581.4
172.67.170.66:443 => 192.168.178.41:57607,172.67.170.66,443,192.168.178.41,57607,6,1679948196.338136,gazetajnk,0.092217,5,5,2907,0,31523.47181105436,54.21993775551146,581.4
192.168.178.41:63602 => 192.254.235.73:443,192.168.178.41,63602,192.254.235.73,443,6,1679953409.100518,kercova,0.616255,13,13,1225,0,1987.813486300314,21.095163528084964,94.23076923076924
192.168.178.41:63603 => 192.254.235.73:443,192.168.178.41,63603,192.254.235.73,443,6,1679953409.100729,kercova,4.660243,101,101,10515,0,2256.320110346177,21.67268960009167,104.10891089108912
192.254.235.73:443 => 192.168.178.41:63603,192.254.235.73,443,192.168.178.41,63603,6,1679953409.3009,kercova,4.409567,160,160,207712,0,47104.851791570465,36.28474178984013,1298.2
192.254.235.73:443 => 192.168.178.41:63602,192.254.235.73,443,192.168.178.41,63602,6,1679953409.300912,kercova,0.415743,12,12,5997,0,14424.776845310684,28.8639856834631,499.75
192.168.178.41:55389 => 104.26.6.40:443,192.168.178.41,55389,104.26.6.40,443,6,1679951904.394784,top-channel,0.141611,8,8,985,0,6955.674347331776,56.492786577313915,123.125
192.168.178.41:55390 => 104.26.6.40:443,192.168.178.41,55390,104.26.6.40,443,6,1679951904.394956,top-channel,3.481548,1725,1725,120942,0,34737.995857015325,495.4692567788811,70.11130434782609
104.26.6.40:443 => 192.168.178.41:55389,104.26.6.40,443,192.168.178.41,55389,6,1679951904.439157,top-channel,0.097143,6,6,2961,0,30480.837528180105,61.76461505203669,493.5
104.26.6.40:443 => 192.168.178.41:55390,104.26.6.40,443,192.168.178.41,55390,6,1679951904.439167,top-channel,3.43728,5871,5871,8740798,0,2542940.348182284,1708.0365870688452,1488.8090614886733
192.168.178.41:56959 => 172.67.156.42:443,192.168.178.41,56959,172.67.156.42,443,6,1679952292.461648,politiko,2.529132,9,9,1061,0,419.51151620397826,3.558533125198685,117.88888888888889
192.168.178.41:56960 => 172.67.156.42:443,192.168.178.41,56960,172.67.156.42,443,6,1679952292.461705,politiko,2.529095,8,8,1009,0,398.95693914226234,3.16318683165322,126.125
172.67.156.42:443 => 192.168.178.41:56959,172.67.156.42,443,192.168.178.41,56959,6,1679952292.502156,politiko,2.488434,6,6,2957,0,1188.2975397378432,2.411154967340906,492.8333333333333
172.67.156.42:443 => 192.168.178.41:56960,172.67.156.42,443,192.168.178.41,56960,6,1679952292.505887,politiko,2.484707,6,6,2957,0,1190.0799571136556,2.414771641082832,492.8333333333333
192.168.178.41:57636 => 51.178.75.191:443,192.168.178.41,57636,51.178.75.191,443,6,1679948202.134579,balkanweb,2.412468,48,48,7715,0,3197.969879807732,19.896636970935987,160.72916666666666
192.168.178.41:57637 => 51.178.75.191:443,192.168.178.41,57637,51.178.75.191,443,6,1679948202.134829,balkanweb,2.411971,61,61,9711,0,4026.1678104753328,25.29051966213524,159.1967213114754
51.178.75.191:443 => 192.168.178.41:57637,51.178.75.191,443,192.168.178.41,57637,6,1679948202.182622,balkanweb,2.36405,92,92,123026,0,52040.35447642816,38.91626657642605,1337.2391304347825
51.178.75.191:443 => 192.168.178.41:57636,51.178.75.191,443,192.168.178.41,57636,6,1679948202.182629,balkanweb,2.364054,86,86,117919,0,49879.994281010506,36.37818763869184,1371.1511627906978
192.168.178.41:57639 => 51.178.75.191:443,192.168.178.41,57639,51.178.75.191,443,6,1679948202.338294,balkanweb,2.208724,32,32,6327,0,2864.549848690918,14.488003027992631,197.71875
192.168.178.41:57640 => 51.178.75.191:443,192.168.178.41,57640,51.178.75.191,443,6,1679948202.338601,balkanweb,2.208384,24,24,4469,0,2023.6516837651425,10.867675186924012,186.20833333333337
192.168.178.41:57641 => 51.178.75.191:443,192.168.178.41,57641,51.178.75.191,443,6,1679948202.33887,balkanweb,2.208052,37,37,7311,0,3311.063326407168,16.75685174081045,197.59459459459455
192.168.178.41:57642 => 51.178.75.191:443,192.168.178.41,57642,51.178.75.191,443,6,1679948202.339149,balkanweb,2.195736,35,35,6435,0,2930.6801910612203,15.939985499167475,183.8571428571429
51.178.75.191:443 => 192.168.178.41:57641,51.178.75.191,443,192.168.178.41,57641,6,1679948202.391072,balkanweb,2.155609,47,47,57893,0,26856.911434309284,21.80358311734642,1231.7659574468084
51.178.75.191:443 => 192.168.178.41:57642,51.178.75.191,443,192.168.178.41,57642,6,1679948202.391073,balkanweb,2.143585,52,52,64795,0,30227.399426661406,24.258426887667156,1246.0576923076924
51.178.75.191:443 => 192.168.178.41:57640,51.178.75.191,443,192.168.178.41,57640,6,1679948202.391073,balkanweb,2.155609,30,30,35444,0,16442.68510662184,13.917180713199842,1181.4666666666667
51.178.75.191:443 => 192.168.178.41:57639,51.178.75.191,443,192.168.178.41,57639,6,1679948202.391073,balkanweb,2.155609,39,39,46694,0,21661.627874071783,18.092334927159797,1197.2820512820513
192.168.178.41:57654 => 51.178.75.191:443,192.168.178.41,57654,51.178.75.191,443,6,1679948202.638377,balkanweb,1.908577,12,12,1897,0,993.9342242938064,6.287406795743635,158.08333333333334
192.168.178.41:57655 => 51.178.75.191:443,192.168.178.41,57655,51.178.75.191,443,6,1679948202.638582,balkanweb,1.90827,12,12,1891,0,990.9499179885445,6.2884183055856875,157.58333333333334
192.168.178.41:57656 => 51.178.75.191:443,192.168.178.41,57656,51.178.75.191,443,6,1679948202.63866,balkanweb,1.908228,13,13,1946,0,1019.7942803480506,6.81260310612778,149.69230769230768
51.178.75.191:443 => 192.168.178.41:57655,51.178.75.191,443,192.168.178.41,57655,6,1679948202.693439,balkanweb,1.853241,12,12,9101,0,4910.856170352372,6.475142736427696,758.4166666666666
51.178.75.191:443 => 192.168.178.41:57656,51.178.75.191,443,192.168.178.41,57656,6,1679948202.693439,balkanweb,1.853241,12,12,10405,0,5614.488347710848,6.475142736427696,867.0833333333334
51.178.75.191:443 => 192.168.178.41:57654,51.178.75.191,443,192.168.178.41,57654,6,1679948202.703493,balkanweb,1.843188,12,12,8814,0,4781.932174037591,6.510459052467789,734.5
192.168.178.41:53088 => 172.67.149.141:443,192.168.178.41,53088,172.67.149.141,443,6,1679951401.578576,albaniantimes,3.830055,8,8,1050,0,274.1474991873485,2.0887428509512262,131.25
172.67.149.141:443 => 192.168.178.41:53088,172.67.149.141,443,192.168.178.41,53088,6,1679951401.620297,albaniantimes,3.788248,5,5,992,0,261.8624757407646,1.3198713494998215,198.4
192.168.178.41:49749 => 172.67.200.77:443,192.168.178.41,49749,172.67.200.77,443,6,1679953739.902167,indeksonline,0.135649,7,7,957,0,7054.972760580616,51.60377149849981,136.71428571428572
192.168.178.41:49750 => 172.67.200.77:443,192.168.178.41,49750,172.67.200.77,443,6,1679953739.902414,indeksonline,0.135412,6,6,905,0,6683.307240126429,44.30921927155643,150.83333333333334
172.67.200.77:443 => 192.168.178.41:49749,172.67.200.77,443,192.168.178.41,49749,6,1679953739.943147,indeksonline,0.094615,5,5,2905,0,30703.376842995294,52.84574327537917,581.0
172.67.200.77:443 => 192.168.178.41:49750,172.67.200.77,443,192.168.178.41,49750,6,1679953739.943147,indeksonline,0.094616,5,5,2904,0,30692.48330092162,52.845184746765874,580.8
192.168.178.41:56780 => 172.67.152.176:443,192.168.178.41,56780,172.67.152.176,443,6,1679948041.731547,kosova-sot,2.963859,8,8,1009,0,340.434548337151,2.699183733099314,126.125
192.168.178.41:56781 => 172.67.152.176:443,192.168.178.41,56781,172.67.152.176,443,6,1679948041.731605,kosova-sot,2.954097,8,8,1009,0,341.5595357904632,2.708103356118638,126.125
172.67.152.176:443 => 192.168.178.41:56781,172.67.152.176,443,192.168.178.41,56781,6,1679948041.775876,kosova-sot,2.909745,6,6,3006,0,1033.0802183696508,2.0620363640112793,501.0
172.67.152.176:443 => 192.168.178.41:56780,172.67.152.176,443,192.168.178.41,56780,6,1679948041.775877,kosova-sot,2.919356,6,6,3007,0,1030.0216897151288,2.055247801227394,501.1666666666667
192.168.178.41:58019 => 172.67.169.250:443,192.168.178.41,58019,172.67.169.250,443,6,1679952379.986209,55news,1.960544,122,122,10532,0,5371.978389671438,62.22762661791829,86.32786885245902
192.168.178.41:58020 => 172.67.169.250:443,192.168.178.41,58020,172.67.169.250,443,6,1679952379.986279,55news,0.13898,7,7,986,0,7094.5459778385375,50.36695927471578,140.85714285714286
172.67.169.250:443 => 192.168.178.41:58019,172.67.169.250,443,192.168.178.41,58019,6,1679952380.027906,55news,1.918757,203,203,266938,0,139120.27421919504,105.797659630688,1314.9655172413793
172.67.169.250:443 => 192.168.178.41:58020,172.67.169.250,443,192.168.178.41,58020,6,1679952380.027921,55news,0.097315,6,6,3480,0,35760.16030416688,61.65544880028773,580.0
192.168.178.41:58022 => 172.67.169.250:443,192.168.178.41,58022,172.67.169.250,443,6,1679952380.219457,55news,0.133462,6,6,892,0,6683.550373889197,44.95661686472554,148.66666666666666
172.67.169.250:443 => 192.168.178.41:58022,172.67.169.250,443,192.168.178.41,58022,6,1679952380.262708,55news,0.090043,4,4,441,0,4897.6600068856,44.423220017102935,110.25
192.168.178.41:61359 => 95.101.23.66:443,192.168.178.41,61359,95.101.23.66,443,6,1679949546.827697,evropaelire,1.764087,11,11,1157,0,655.8633446082874,6.235520130243009,105.1818181818182
192.168.178.41:61360 => 95.101.23.66:443,192.168.178.41,61360,95.101.23.66,443,6,1679949546.827761,evropaelire,1.756514,12,12,1209,0,688.2951117952946,6.831713268439648,100.75
95.101.23.66:443 => 192.168.178.41:61360,95.101.23.66,443,192.168.178.41,61360,6,1679949546.904744,evropaelire,1.679428,13,13,8198,0,4881.423913380032,7.740730772620202,630.6153846153846
95.101.23.66:443 => 192.168.178.41:61359,95.101.23.66,443,192.168.178.41,61359,6,1679949546.912017,evropaelire,1.679577,13,13,8198,0,4880.990868534161,7.740044070620161,630.6153846153846
192.168.178.41:61283 => 172.67.161.165:443,192.168.178.41,61283,172.67.161.165,443,6,1679952921.279667,standard,1.142474,8,8,1044,0,913.8063535800376,7.002347537011783,130.5
172.67.161.165:443 => 192.168.178.41:61283,172.67.161.165,443,192.168.178.41,61283,6,1679952921.323447,standard,1.098585,5,5,992,0,902.9797421228216,4.5513091840868025,198.4
192.168.178.41:63041 => 145.14.156.93:443,192.168.178.41,63041,145.14.156.93,443,6,1679953302.521513,rdnews,1.526506,69,69,5730,0,3753.6701460721406,45.20126353908861,83.04347826086956
192.168.178.41:63042 => 145.14.156.93:443,192.168.178.41,63042,145.14.156.93,443,6,1679953302.521646,rdnews,0.173983,9,9,1037,0,5960.352448227701,51.729191932545135,115.22222222222224
145.14.156.93:443 => 192.168.178.41:63041,145.14.156.93,443,192.168.178.41,63041,6,1679953302.573371,rdnews,1.474586,106,106,142733,0,96795.3039022478,71.88458319826718,1346.5377358490566
145.14.156.93:443 => 192.168.178.41:63042,145.14.156.93,443,192.168.178.41,63042,6,1679953302.575091,rdnews,0.12039,8,8,6584,0,54688.92765179832,66.45070188553866,823.0
192.168.178.41:63044 => 145.14.156.93:443,192.168.178.41,63044,145.14.156.93,443,6,1679953302.714496,rdnews,1.334937,9,9,1037,0,776.8156849349444,6.741891190370781,115.22222222222224
145.14.156.93:443 => 192.168.178.41:63044,145.14.156.93,443,192.168.178.41,63044,6,1679953302.767857,rdnews,1.281466,9,9,6636,0,5178.44406328377,7.023206234109996,737.3333333333334
192.168.178.41:59274 => 104.21.234.98:443,192.168.178.41,59274,104.21.234.98,443,6,1679952735.419429,syri,4.270602,71,71,5735,0,1342.9020077263112,16.62529076696915,80.77464788732394
192.168.178.41:59275 => 104.21.234.98:443,192.168.178.41,59275,104.21.234.98,443,6,1679952735.419492,syri,0.144725,7,7,957,0,6612.541026083952,48.367593712212816,136.71428571428572
104.21.234.98:443 => 192.168.178.41:59274,104.21.234.98,443,192.168.178.41,59274,6,1679952735.462216,syri,4.227145,84,84,106166,0,25115.296494442464,19.871568162435874,1263.8809523809523
104.21.234.98:443 => 192.168.178.41:59275,104.21.234.98,443,192.168.178.41,59275,6,1679952735.462228,syri,0.101807,5,5,2400,0,23574.017503707997,49.11253646605833,480.0
192.168.178.41:59279 => 104.21.234.98:443,192.168.178.41,59279,104.21.234.98,443,6,1679952735.662396,syri,4.038942,8,8,1041,0,257.74076478444107,1.9807167322531496,130.125
104.21.234.98:443 => 192.168.178.41:59279,104.21.234.98,443,192.168.178.41,59279,6,1679952735.706071,syri,3.994886,5,5,992,0,248.31747389036883,1.2516001708183913,198.4
192.168.178.41:55570 => 192.254.235.73:443,192.168.178.41,55570,192.254.235.73,443,6,1679947961.412177,kercova,0.622495,8,8,1025,0,1646.5995710808922,12.851508847460622,128.125
192.168.178.41:55571 => 192.254.235.73:443,192.168.178.41,55571,192.254.235.73,443,6,1679947961.412384,kercova,4.791527,98,98,9174,0,1914.6297203375875,20.452770066828386,93.6122448979592
192.254.235.73:443 => 192.168.178.41:55570,192.254.235.73,443,192.168.178.41,55570,6,1679947961.612513,kercova,0.422008,9,9,5778,0,13691.683569979716,21.326609922086785,642.0
192.254.235.73:443 => 192.168.178.41:55571,192.254.235.73,443,192.168.178.41,55571,6,1679947961.612521,kercova,4.563272,160,160,207803,0,45538.15770789031,35.062560373346145,1298.76875
192.168.178.41:53978 => 173.231.244.176:443,192.168.178.41,53978,173.231.244.176,443,6,1679951530.018189,bulevardionline,1.334255,104,104,8839,0,6624.670696381127,77.94611974472646,84.99038461538461
192.168.178.41:53979 => 173.231.244.176:443,192.168.178.41,53979,173.231.244.176,443,6,1679951530.018459,bulevardionline,0.809492,11,11,1558,0,1924.6638632623915,13.588769252815345,141.63636363636363
173.231.244.176:443 => 192.168.178.41:53979,173.231.244.176,443,192.168.178.41,53979,6,1679951530.156474,bulevardionline,0.671451,9,9,6521,0,9711.803244019296,13.403807574938455,724.5555555555555
173.231.244.176:443 => 192.168.178.41:53978,173.231.244.176,443,192.168.178.41,53978,6,1679951530.156493,bulevardionline,1.195837,213,213,305135,0,255164.3744088868,178.11792075341373,1432.5586854460091
192.168.178.41:53998 => 173.231.244.176:443,192.168.178.41,53998,173.231.244.176,443,6,1679951531.59395,bulevardionline,2.902346,199,199,13044,0,4494.295304557072,68.56522275428222,65.54773869346734
192.168.178.41:53999 => 173.231.244.176:443,192.168.178.41,53999,173.231.244.176,443,6,1679951531.594097,bulevardionline,0.682521,12,12,1590,0,2329.598649711877,17.58187660159907,132.5
192.168.178.41:54000 => 173.231.244.176:443,192.168.178.41,54000,173.231.244.176,443,6,1679951531.594189,bulevardionline,0.681049,10,10,1412,0,2073.272260879907,14.683231309347784,141.2
192.168.178.41:54001 => 173.231.244.176:443,192.168.178.41,54001,173.231.244.176,443,6,1679951531.594284,bulevardionline,0.682322,10,10,1412,0,2069.4041816034073,14.6558369801941,141.2
192.168.178.41:54002 => 173.231.244.176:443,192.168.178.41,54002,173.231.244.176,443,6,1679951531.594373,bulevardionline,0.688374,10,10,1412,0,2051.2105338086562,14.526986783347423,141.2
192.168.178.41:54003 => 173.231.244.176:443,192.168.178.41,54003,173.231.244.176,443,6,1679951531.594459,bulevardionline,0.682171,10,10,1412,0,2069.862248615083,14.659081080843366,141.2
173.231.244.176:443 => 192.168.178.41:53998,173.231.244.176,443,192.168.178.41,53998,6,1679951531.724341,bulevardionline,1.369969,727,727,1078851,0,787500.3011017037,530.6689421439463,1483.9766162310866
173.231.244.176:443 => 192.168.178.41:53999,173.231.244.176,443,192.168.178.41,53999,6,1679951531.724349,bulevardionline,0.552235,9,9,6360,0,11516.836129546298,16.297409617282497,706.6666666666666
173.231.244.176:443 => 192.168.178.41:54000,173.231.244.176,443,192.168.178.41,54000,6,1679951531.728513,bulevardionline,0.546666,8,8,5640,0,10317.0857525436,14.634164188005109,705.0
173.231.244.176:443 => 192.168.178.41:54001,173.231.244.176,443,192.168.178.41,54001,6,1679951531.728518,bulevardionline,0.548062,8,8,5640,0,10290.806514591413,14.596888673179311,705.0
173.231.244.176:443 => 192.168.178.41:54002,173.231.244.176,443,192.168.178.41,54002,6,1679951531.728518,bulevardionline,0.554193,8,8,5640,0,10176.96001212574,14.43540427251878,705.0
173.231.244.176:443 => 192.168.178.41:54003,173.231.244.176,443,192.168.178.41,54003,6,1679951531.728518,bulevardionline,0.548066,8,8,5640,0,10290.731408261048,14.596782139377375,705.0
192.168.178.41:56938 => 172.67.74.5:443,192.168.178.41,56938,172.67.74.5,443,6,1679952286.336182,klankosova,0.166178,8,8,1009,0,6071.80252500331,48.1411498513642,126.125
192.168.178.41:56939 => 172.67.74.5:443,192.168.178.41,56939,172.67.74.5,443,6,1679952286.33629,klankosova,0.28285,14,14,2094,0,7403.2172529609325,49.49619939897472,149.57142857142858
172.67.74.5:443 => 192.168.178.41:56939,172.67.74.5,443,192.168.178.41,56939,6,1679952286.386554,klankosova,0.232446,11,11,3906,0,16803.90284195039,47.322819063352355,355.09090909090907
172.67.74.5:443 => 192.168.178.41:56938,172.67.74.5,443,192.168.178.41,56938,6,1679952286.386571,klankosova,0.115612,5,5,2384,0,20620.696813479568,43.248105732968895,476.8
192.168.178.41:60254 => 172.67.175.210:443,192.168.178.41,60254,172.67.175.210,443,6,1679949280.085815,durreslajm,0.13797,7,7,957,0,6936.290497934334,50.735667174023334,136.71428571428572
192.168.178.41:60255 => 172.67.175.210:443,192.168.178.41,60255,172.67.175.210,443,6,1679949280.085893,durreslajm,1.903993,109,109,7953,0,4177.011154977986,57.24810963065515,72.96330275229357
172.67.175.210:443 => 192.168.178.41:60254,172.67.175.210,443,192.168.178.41,60254,6,1679949280.12792,durreslajm,0.09578,5,5,2397,0,25026.10148256421,52.202965128419294,479.4
172.67.175.210:443 => 192.168.178.41:60255,172.67.175.210,443,192.168.178.41,60255,6,1679949280.127929,durreslajm,1.861908,160,160,206571,0,110945.86843173776,85.93335438700515,1291.06875
